Unnamed: 0,Model,Company,Price,Rating,No_of_ratings,TotalReviwes,RamSize,RomSize
18820,"REDMI 9 Activ (Metallic Purple, 128 GB)",REDMI,9990,4.2,4552,308,6 GB,128 GB
18821,Kechaoda K9,Kechaoda,1350,4.1,2590,242,32 MB,64 MB
18822,Kechaoda K9,Kechaoda,1350,4.1,2590,242,32 MB,64 MB
18823,"APPLE iPhone 14 Pro Max (Deep Purple, 128 GB)",APPLE,139900,4.7,418,44,128 GB,Not Known
18824,"vivo Y15c (Mystic Blue, 32 GB)",vivo,9499,4.1,1047,75,3 GB,32 GB
18825,"realme 8 (Cyber Black, 128 GB)",realme,16999,4.4,121376,9957,6 GB,128 GB
18826,"realme 8 (Cyber Silver, 128 GB)",realme,15999,4.4,121458,10620,4 GB,128 GB
18827,"realme 8 (Cyber Black, 128 GB)",realme,17999,4.4,95489,8376,8 GB,128 GB
18828,"REDMI 11 Prime (Peppy Purple, 64 GB)",REDMI,11978,4.3,48,4,4 GB,64 GB
18829,"realme Narzo 30 (Racing Blue, 64 GB)",realme,13499,4.4,105997,8981,4 GB,64 GB
18830,Snexian GURU 2163,Snexian,699,3.6,127,10,32 MB,32 MB
18831,Nokia 105 SS 2021,Nokia,1448,4.2,82937,6238,4 MB,4 MB
18832,Kechaoda K200,Kechaoda,1279,4.0,112,5,32 MB,32 MB
18833,"REDMI 9 Power (Fiery Red, 64 GB)",REDMI,11499,4.3,241660,17034,4 GB,64 GB
18834,"SAMSUNG Galaxy M32 (Light Blue, 64 GB)",SAMSUNG,13999,4.2,4237,431,4 GB,64 GB
18835,Snexian Rock,Snexian,1399,4.0,11586,739,32 MB,32 MB
18836,Kechaoda K115,Kechaoda,1200,4.1,28686,2225,32 MB,32 MB
18837,"SAMSUNG Galaxy A33 (Awesome Blue, 128 GB)",SAMSUNG,25999,4.1,1523,161,6 GB,128 GB
18838,"realme Narzo 50i (Mint Green, 64 GB)",realme,8999,4.3,61879,3488,4 GB,64 GB
18840,Kechaoda K115,Kechaoda,1139,4.1,28686,2225,32 MB,32 MB
18841,Kechaoda K115,Kechaoda,1170,4.1,28686,2225,32 MB,32 MB
18842,"itel Vision 3 (Jewel Blue, 64 GB)",itel,6929,4.0,412,49,3 GB,64 GB
18843,"Tecno Spark 9T (Atlantic Blue, 64 GB)",Tecno,9445,4.3,48,4,4 GB,64 GB
18844,itel Muzik 110,itel,1253,4.1,331,36,4 MB,4 MB
18845,"SAMSUNG Galaxy F22 (Denim Black, 128 GB)",SAMSUNG,13499,4.3,64571,5965,6 GB,128 GB
18846,"MOTOROLA G40 Fusion (Frosted Champagne, 64 GB)",MOTOROLA,14499,4.2,32851,3699,4 GB,64 GB
18847,"SAMSUNG GALAXY M13 (Aqua Green, 128 GB)",SAMSUNG,13490,4.2,360,24,6 GB,128 GB
18848,"Tecno Pova 3 (Tech Silver, 128 GB)",Tecno,13959,4.1,170,12,6 GB,128 GB
18849,"OPPO A17 (Sunlight Orange, 64 GB)",OPPO,12889,4.4,1044,45,4 GB,64 GB
18850,"Redmi 9A (SeaBlue, 32 GB)",Redmi,7789,4.3,21404,1284,2 GB,32 GB
18851,Salora Coral,Salora,899,3.8,521,49,32 MB,32 MB
18852,GREENBERRI F1,GREENBERRI,1399,3.9,1511,116,64 MB,64 MB
18853,"ASUS ROG 5s (Black, 128 GB)",ASUS,39999,4.2,797,117,8 GB,128 GB
18854,"vivo Y33T (Starry Gold, 128 GB)",vivo,17099,4.4,2462,175,8 GB,128 GB
18856,"vivo V23e 5G (Sunshine Gold, 128 GB)",vivo,22997,4.2,1890,172,8 GB,128 GB
18857,"itel Vision1 (Gradation Blue, 32 GB)",itel,6999,4.1,25627,2158,3 GB,32 GB
18858,"Google Pixel 7 (Snow, 128 GB)",Google,59999,4.4,1775,329,8 GB,128 GB
18859,"REDMI A1+ (Light Blue, 32 GB)",REDMI,7499,4.2,542,44,2 GB,32 GB
18860,"REDMI 10 Power (Power Black, 128 GB)",REDMI,12990,4.1,503,32,8 GB,128 GB
18861,Micromax X778,Micromax,1474,3.9,2418,244,32 MB,32 MB
18862,Kechaoda A27,Kechaoda,1150,4.0,6495,511,32 MB,32 MB
18863,"APPLE iPhone 12 mini (Black, 256 GB)",APPLE,52999,4.5,123326,9923,256 GB,Not Known
18864,Kechaoda A27,Kechaoda,1150,4.0,6495,511,32 MB,32 MB
18865,SAMSUNG Guru GT,SAMSUNG,1659,4.1,3207,204,153 MB,153 MB
18866,"POCO M5 (Yellow, 64 GB)",POCO,10999,4.3,2782,214,4 GB,64 GB
18867,"APPLE iPhone 14 Plus (Midnight, 128 GB)",APPLE,82999,4.6,412,48,128 GB,Not Known
18868,"Xiaomi 11i 5G (Purple Mist, 128 GB)",Xiaomi,24999,4.2,37330,4613,6 GB,128 GB
18869,"MOTOROLA Edge 20 Fusion 5G (Electric Graphite, 128 GB)",MOTOROLA,18999,4.0,19499,2624,6 GB,128 GB
18870,"APPLE iPhone 14 Plus (Purple, 128 GB)",APPLE,82999,4.6,412,48,128 GB,Not Known
18871,"Infinix Zero 5G (Horizon Blue, 128 GB)",Infinix,19999,4.2,9794,1494,8 GB,128 GB
18872,"Infinix Hot 11S (Silver Wave, 64 GB)",Infinix,10999,4.3,48526,5194,4 GB,64 GB
18873,"POCO M2 Reloaded (Mostly Blue, 64 GB)",POCO,11999,4.3,66728,4602,4 GB,64 GB
18874,Micromax J2,Micromax,935,3.7,301,17,32 MB,32 MB
18875,KARBONN K9,KARBONN,1340,4.1,7654,646,6.1 cm,QVGA Display
18876,"REDMI 11 Prime 5G (Meadow Green, 64 GB)",REDMI,13490,4.2,791,57,4 GB,64 GB
18877,"REDMI NOTE 10 LITE (Aurora Blue, 128 GB)",REDMI,14449,4.3,2097,165,4 GB,128 GB
18878,"Infinix Smart 5A (Midnight Black, 32 GB)",Infinix,7199,4.3,78425,5384,2 GB,32 GB
18879,Micromax X416,Micromax,1051,4.0,497,50,32 MB,32 MB
18880,"Moto G71 5G (Neptune Green, 128 GB)",Moto,16999,4.2,21817,2541,6 GB,128 GB
18881,Micromax X416,Micromax,1050,4.0,497,50,32 MB,32 MB
18882,SAMSUNG Metro 313,SAMSUNG,2840,4.2,1451,142,512 MB,2.27 MB
18883,"Infinix Hot 11S (Green Wave, 128 GB)",Infinix,11999,4.3,48526,5194,4 GB,128 GB
18884,itel power 100,itel,1330,4.1,519,37,4 MB,4 MB
18885,"APPLE iPhone 14 Plus (Midnight, 256 GB)",APPLE,92999,4.6,412,48,256 GB,Not Known
18886,"OPPO K10 5G (Ocean Blue, 128 GB)",OPPO,16499,4.4,52584,4032,8 GB,128 GB
18887,itel Muzik 110,itel,1249,4.1,331,36,4 MB,4 MB
18888,"REDMI NOTE 10 LITE (Aurora Blue, 128 GB)",REDMI,14449,4.3,2097,165,4 GB,128 GB
18889,"REDMI 11 Prime 5G (Meadow Green, 64 GB)",REDMI,13490,4.2,791,57,4 GB,64 GB
18890,"Infinix Smart 5A (Midnight Black, 32 GB)",Infinix,7199,4.3,78425,5384,2 GB,32 GB
18891,KARBONN K310i,KARBONN,920,3.7,326,24,10 MB,10 MB
18892,"APPLE iPhone 12 mini (Black, 256 GB)",APPLE,52999,4.5,123326,9923,256 GB,Not Known
18893,MTR MT322,MTR,749,3.7,26,3,32 MB,32 MB
18894,"OPPO K10 5G (Ocean Blue, 128 GB)",OPPO,16499,4.4,52584,4032,8 GB,128 GB
18895,itel Muzik 110,itel,1249,4.1,331,36,4 MB,4 MB
18897,"OPPO A54 (Starry Blue, 64 GB)",OPPO,12489,4.4,10827,670,4 GB,64 GB
18898,"REDMI Note 11T 5G (Matte black, 64 GB)",REDMI,15995,4.3,5436,439,6 GB,64 GB
18899,"REDMI Note 11T 5G (Aquamarine Blue, 128 GB)",REDMI,19490,4.3,2852,250,8 GB,128 GB
18900,Snexian BOLD 1K,Snexian,999,3.6,34,2,32 MB,32 MB
18901,KARBONN K9,KARBONN,1345,4.1,7654,646,6.6 cm,QVGA Display
18902,"OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)",OnePlus,19989,4.3,40620,3313,6 GB,128 GB
18903,"OPPO A54 (Starry Blue, 128 GB)",OPPO,14780,4.3,4016,228,6 GB,128 GB
18904,"OPPO A54 (Crystal Black, 128 GB)",OPPO,14990,4.4,10827,670,4 GB,128 GB
18905,Kechaoda K33 Rock,Kechaoda,1199,4.4,25,0,32 MB,32 MB
18906,"Xiaomi 11i Hypercharge 5G (Pacific Pearl, 128 GB)",Xiaomi,28999,4.2,6430,720,8 GB,128 GB
18907,"MOTOROLA Edge 30 Fusion (Solar Gold, 128 GB)",MOTOROLA,39999,4.3,1806,343,8 GB,128 GB
18908,"APPLE iPhone 14 Plus (Purple, 256 GB)",APPLE,92999,4.6,412,48,256 GB,Not Known
18909,Nokia 110 TA-1302 DS,Nokia,1699,4.0,24647,1954,4 MB,4 MB
18910,"OPPO A12 (Deep Blue, 32 GB)",OPPO,9990,4.4,74992,4510,3 GB,32 GB
18911,"OPPO A16E (Blue, 32 GB)",OPPO,9990,4.3,656,26,3 GB,32 GB
18912,"OPPO K10 5G (Ocean Blue, 128 GB)",OPPO,16499,4.4,52584,4032,8 GB,128 GB
18913,KARBONN K9,KARBONN,1345,4.1,7654,646,6.6 cm,QVGA Display
18914,Snexian BOLD 1K,Snexian,999,3.6,34,2,32 MB,32 MB
18915,"REDMI Note 11T 5G (Aquamarine Blue, 128 GB)",REDMI,19490,4.3,2852,250,8 GB,128 GB
18916,"MOTOROLA Edge 30 Fusion (Solar Gold, 128 GB)",MOTOROLA,39999,4.3,1806,343,8 GB,128 GB
18917,"APPLE iPhone 14 Plus (Purple, 256 GB)",APPLE,92999,4.6,412,48,256 GB,Not Known
18918,"OPPO A54 (Moonlight Gold, 64 GB)",OPPO,13990,4.4,10827,670,4 GB,64 GB
18919,"MOTOROLA Edge 20 Pro 5G (Midnight Sky, 128 GB)",MOTOROLA,24999,4.0,3591,652,8 GB,128 GB
18920,"OPPO A54 (Crystal Black, 128 GB)",OPPO,14990,4.4,10827,670,4 GB,128 GB
18921,"OPPO A12 (Deep Blue, 32 GB)",OPPO,9990,4.4,74992,4510,3 GB,32 GB
18922,"OPPO A12 (Flowing Silver, 32 GB)",OPPO,9990,4.4,74992,4510,3 GB,32 GB
18923,Kechaoda K33 Rock,Kechaoda,1199,4.4,25,0,32 MB,32 MB
18924,"Xiaomi 11i Hypercharge 5G (Pacific Pearl, 128 GB)",Xiaomi,28999,4.2,6430,720,8 GB,128 GB
18928,"Redmi 9A Sport (Carbon Black, 32 GB)",Redmi,7999,4.2,5872,437,3 GB,32 GB
18929,"SAMSUNG Galaxy M13 (Aqua Green, 128 GB)",SAMSUNG,13999,4.2,360,24,6 GB,128 GB
18931,"itel A27 (Deep Gray, 32 GB)",itel,5299,4.0,726,50,2 GB,32 GB
18932,"REDMI Note 10T 5G (Chromium Silver, 64 GB)",REDMI,14999,4.3,44119,3200,4 GB,64 GB
18933,"realme C25Y (Metal Grey, 64 GB)",realme,10999,4.4,137899,5921,4 GB,64 GB
18934,"realme C21 (Cross Black, 32 GB)",realme,9499,4.4,71609,3908,3 GB,32 GB
18935,"APPLE iPhone 12 mini (Black, 128 GB)",APPLE,43999,4.5,123326,9923,128 GB,Not Known
18936,KARBONN K9 Yuva,KARBONN,1299,3.9,571,38,64 MB,32 KB
18937,KARBONN K9 Yuva,KARBONN,1350,3.9,571,38,64 MB,32 KB
18938,"SAMSUNG GALAXY M13 5G (?Stardust Brown, 128 GB)",SAMSUNG,14849,4.1,402,28,6 GB,128 GB
18939,"SAMSUNG GALAXY M13 (Aqua Green, 64 GB)",SAMSUNG,10990,4.2,1860,131,4 GB,64 GB
18940,"IQOO Z6 5G (Dynamo Black, 128 GB)",IQOO,17399,4.2,522,38,6 GB,128 GB
18941,"APPLE iPhone 12 mini (Black, 128 GB)",APPLE,43999,4.5,123326,9923,128 GB,Not Known
18942,"REDMI 9 Prime (Matte Black, 128 GB)",REDMI,12490,4.4,226830,15261,4 GB,128 GB
18943,itel it5026,itel,1305,4.0,1057,99,4 MB,4 MB
18944,BlackZone B310,BlackZone,839,3.8,3419,277,10 MB,10 MB
18945,itel it5026,itel,1305,4.0,1057,99,4 MB,4 MB
18946,"realme C25Y (Metal Grey, 64 GB)",realme,10999,4.4,137899,5921,4 GB,64 GB
18947,"SAMSUNG GALAXY M13 (Aqua Green, 128 GB)",SAMSUNG,15490,4.2,360,24,6 GB,128 GB
18948,"OPPO F21s Pro 5G (Starlight Black, 128 GB)",OPPO,25999,4.2,226,17,8 GB,128 GB
18949,"REDMI Note 11S (Space Black, 64 GB)",REDMI,16499,4.2,2082,170,6 GB,64 GB
18950,Kechaoda K28,Kechaoda,1340,4.1,2691,241,32 MB,64 MB
18951,Kechaoda K115,Kechaoda,1140,4.1,28686,2225,32 MB,32 MB
18952,Kechaoda K115,Kechaoda,1140,4.1,28686,2225,32 MB,32 MB
18953,MarQ by Flipkart M70 Shakti,MarQ,1599,4.0,3269,412,32 MB,32 MB
18954,"SAMSUNG GALAXY M13 (Midnight Blue, 128 GB)",SAMSUNG,14989,4.2,360,24,6 GB,128 GB
18955,Kechaoda K115,Kechaoda,1170,4.1,28686,2225,32 MB,32 MB
18956,Kechaoda K115,Kechaoda,1125,4.1,28686,2225,32 MB,32 MB
18957,Kechaoda K28,Kechaoda,1340,4.1,2691,241,32 MB,64 MB
18958,"APPLE iPhone 12 mini (White, 128 GB)",APPLE,43999,4.5,123326,9923,128 GB,Not Known
18959,"realme C21 (Cross Black, 32 GB)",realme,9499,4.4,71609,3908,3 GB,32 GB
18960,"Infinix Hot 11S (Polar Black, 128 GB)",Infinix,11999,4.3,48526,5194,4 GB,128 GB
18961,LAVA A1500,LAVA,1399,4.1,2129,217,24 MB,32 MB
18962,"Infinix Hot 11S (Green Wave, 64 GB)",Infinix,10999,4.3,48526,5194,4 GB,64 GB
18963,Kechaoda K28,Kechaoda,1399,4.1,2691,241,32 MB,64 MB
18964,"REDMI Note 11 Pro (Star Blue, 128 GB)",REDMI,20199,4.1,631,45,8 GB,128 GB
18965,"APPLE iPhone 13 (Starlight, 256 GB)",APPLE,70999,4.7,177611,9781,256 GB,Not Known
18966,"Redmi Note 11 (Space Black, 64 GB)",Redmi,12990,4.2,9194,843,4 GB,64 GB
18967,"Redmi Note 11 (Starburst White, 128 GB)",Redmi,15183,4.2,9161,718,6 GB,128 GB
18968,KARBONN K140 Pop,KARBONN,1080,3.9,5272,458,32 MB,32 MB
18969,"Tecno Spark 8P (Turquoise Cyan, 64 GB)",Tecno,9295,4.3,8,0,4 GB,64 GB
18970,"SAMSUNG Galaxy M32 (Black, 64 GB)",SAMSUNG,11999,4.2,4237,431,4 GB,64 GB
18971,"APPLE iPhone 14 Pro Max (Space Black, 256 GB)",APPLE,149900,4.7,418,44,256 GB,Not Known
18972,"OPPO A55 (Starry Black, 128 GB)",OPPO,15000,4.1,358,19,6 GB,128 GB
18973,"Tecno Spark 8C (Iris Purple, 64 GB)",Tecno,8299,4.2,431,32,3 GB,64 GB
18974,"OPPO A55 (Starry Black, 64 GB)",OPPO,14490,4.3,673,62,4 GB,64 GB
18975,"Redmi Note 11 (Space Black, 128 GB)",Redmi,15884,4.2,9161,718,6 GB,128 GB
18976,"itel vision 1 pro (AURORA BLUE, 32 GB)",itel,5889,4.0,387,36,2 GB,32 GB
18977,itel Power 100 New,itel,1315,4.2,786,55,4 MB,4 MB
18978,"OPPO A57 (Glowing Green, 64 GB)",OPPO,13999,4.4,1999,101,4 GB,64 GB
18979,"REDMI 11 Prime 5G (Meadow Green, 128 GB)",REDMI,16999,4.2,174,15,6 GB,128 GB
18980,LAVA Hero 600+,LAVA,999,4.1,7896,720,4 MB,3 MB
18981,"SAMSUNG M53 5G (Mystique Green, 128 GB)",SAMSUNG,24790,4.2,421,42,6 GB,128 GB
18982,"realme Narzo 30 5G (Racing Silver, 128 GB)",realme,16999,4.3,84215,7331,6 GB,128 GB
18983,itel IT2163,itel,999,4.0,12591,1043,4 MB,4 MB
18984,"APPLE iPhone 14 Pro Max (Space Black, 256 GB)",APPLE,149900,4.7,418,44,256 GB,Not Known
18985,"vivo Y15c (Wave Green, 32 GB)",vivo,9798,4.1,1047,75,3 GB,32 GB
18986,KARBONN K140 Pop,KARBONN,1080,3.9,5272,458,32 MB,32 MB
18987,"SAMSUNG GALAXY M13 5G (Midnight Blue, 64 GB)",SAMSUNG,13880,3.9,183,10,4 GB,64 GB
18988,"Redmi Note 11 (Space Black, 128 GB)",Redmi,15884,4.2,9161,718,6 GB,128 GB
18989,"Tecno Pova 3 (Eco Black, 128 GB)",Tecno,13955,4.1,170,12,6 GB,128 GB
18990,"OPPO A57 (Glowing Black, 64 GB)",OPPO,13999,4.4,1999,101,4 GB,64 GB
18991,"OPPO A57 (Glowing Green, 64 GB)",OPPO,13999,4.4,1999,101,4 GB,64 GB
18992,"OPPO A55 (Starry Black, 128 GB)",OPPO,15000,4.1,358,19,6 GB,128 GB
18993,"Redmi Note 11 (Starburst White, 128 GB)",Redmi,15185,4.2,9161,718,6 GB,128 GB
18994,"Mi 11X (Lunar White, 128 GB)",Mi,24445,4.2,2776,268,6 GB,128 GB
18995,"OPPO A55 (Starry Black, 64 GB)",OPPO,14490,4.3,673,62,4 GB,64 GB
18996,"Tecno Spark 8C (Iris Purple, 64 GB)",Tecno,8299,4.2,431,32,3 GB,64 GB
18997,"Redmi Note 11 (Space Black, 64 GB)",Redmi,12990,4.2,9194,843,4 GB,64 GB
18998,"REDMI Note 11S (Polar White, 128 GB)",REDMI,16900,4.2,872,85,8 GB,128 GB
18999,"itel vision 1 pro (AURORA BLUE, 32 GB)",itel,5889,4.0,387,36,2 GB,32 GB
19000,KARBONN K9 Yuva,KARBONN,1299,3.9,571,38,64 MB,32 KB
19001,KARBONN K9 Yuva,KARBONN,1350,3.9,571,38,64 MB,32 KB
19002,"Google Pixel 7 Pro (Hazel, 128 GB)",Google,84999,4.4,1376,254,12 GB,128 GB
19003,"vivo V25 Pro 5G (Pure Black, 128 GB)",vivo,35999,4.3,5581,788,8 GB,128 GB
19004,"OPPO A16E (Midnight Black, 32 GB)",OPPO,9990,4.3,656,26,3 GB,32 GB
19005,Lvix L115,Lvix,999,2.7,3,0,16 MB,32 MB
19006,"Redmi 6 Pro (Gold, 32 GB)",Redmi,8999,4.3,11479,832,3 GB,32 GB
19007,"realme 8s 5G (Universe Purple, 128 GB)",realme,17999,4.4,76378,6205,6 GB,128 GB
19008,"Google Pixel 7 Pro (Hazel, 128 GB)",Google,84999,4.4,1376,254,12 GB,128 GB
19009,KARBONN K9 Yuva,KARBONN,1299,3.9,571,38,64 MB,32 KB
19010,KARBONN K9 Yuva,KARBONN,1350,3.9,571,38,64 MB,32 KB
19011,"IQOO Neo 6 5G (Dark Nova, 256 GB)",IQOO,34889,4.4,289,35,12 GB,256 GB
19013,"realme 8s 5G (Universe Purple, 128 GB)",realme,17999,4.4,76378,6205,6 GB,128 GB
19014,"realme 8s 5G (Universe Purple, 128 GB)",realme,19999,4.4,53580,4789,8 GB,128 GB
19015,"realme GT Master Edition (Cosmos Black, 128 GB)",realme,27999,4.3,61530,6559,8 GB,128 GB
19016,"Redmi 9A (Midnight Black, 32 GB)",Redmi,7789,4.3,21404,1284,2 GB,32 GB
19017,"REDMI 9 Prime (Matte Black, 128 GB)",REDMI,12490,4.4,226830,15261,4 GB,128 GB
19018,"OnePlus 10R 5G (Forest Green, 256 GB)",OnePlus,38302,4.2,775,58,12 GB,256 GB
19019,"REDMI Note 10 Lite (Glacier White, 128 GB)",REDMI,14399,4.3,843,67,6 GB,128 GB
19020,"OPPO A16 (Royal Gold, 64 GB)",OPPO,12990,4.3,3670,262,4 GB,64 GB
19021,"SAMSUNG S20 FE 5G (Cloud Lavender, 128 GB)",SAMSUNG,35599,4.2,3658,419,8 GB,128 GB
19022,"REDMI Note 11 Pro (Stealth Black, 128 GB)",REDMI,20199,4.1,631,45,8 GB,128 GB
19023,"OPPO A77 (Sky Blue, 64 GB)",OPPO,15499,4.3,222,11,4 GB,64 GB
19024,"REDMI Note 11S (Polar White, 64 GB)",REDMI,16499,4.2,2082,170,6 GB,64 GB
19025,"REDMI 11 Prime 5G (Chrome Silver, 64 GB)",REDMI,12999,4.2,791,57,4 GB,64 GB
19026,"Infinix Note 11s (Haze Green, 64 GB)",Infinix,13999,4.3,11787,1562,6 GB,64 GB
19027,Kechaoda K33,Kechaoda,1124,4.0,8248,552,32 MB,32 MB
19028,"POCO M3 (Yellow, 64 GB)",POCO,11999,4.3,124433,8927,4 GB,64 GB
19029,Nokia 110 DS,Nokia,1746,3.9,472,27,4 MB,32 MB
19030,"vivo Y21T (Midnight Blue, 128 GB)",vivo,15499,4.4,1514,108,4 GB,128 GB
19031,LAVA Hero 600+,LAVA,999,4.1,7896,720,4 MB,3 MB
19032,KARBONN KX3S,KARBONN,1085,4.0,26,0,32 MB,32 MB
19033,"Nokia 5.4 (Dusk, 64 GB)",Nokia,12489,3.9,3716,565,4 GB,64 GB
19034,"realme C25Y (Glacier Blue, 64 GB)",realme,10999,4.4,137899,5921,4 GB,64 GB
19035,"APPLE iPhone 14 Pro Max (Silver, 128 GB)",APPLE,139900,4.7,418,44,128 GB,Not Known
19036,"OPPO F21SPRO (Orange, 128 GB)",OPPO,21989,4.1,20,0,8 GB,128 GB
19037,"Infinix Hot 11S (Green Wave, 64 GB)",Infinix,10999,4.3,48526,5194,4 GB,64 GB
19038,"Infinix Hot 11S (Polar Black, 64 GB)",Infinix,10999,4.3,48526,5194,4 GB,64 GB
19039,"SAMSUNG Galaxy A23 (Peach, 128 GB)",SAMSUNG,18499,4.2,725,48,6 GB,128 GB
19040,"Infinix Note 7 (Forest Green, 64 GB)",Infinix,14999,4.3,25446,2544,4 GB,64 GB
19041,"realme C25s (Watery Grey, 128 GB)",realme,11999,4.4,50559,2933,4 GB,128 GB
19042,Kechaoda K05,Kechaoda,1199,4.1,43,3,512 MB,32 MB
19044,"SAMSUNG GALAXY M13 5G (Midnight Blue, 64 GB)",SAMSUNG,13880,3.9,183,10,4 GB,64 GB
19045,LAVA LF9000,LAVA,1880,4.3,18,0,20 MB,20 MB
19046,LAVA LF9000,LAVA,1890,4.3,18,0,20 MB,20 MB
19047,"MOTOROLA Edge 30 Pro (Stardust White, 128 GB)",MOTOROLA,34999,4.0,1010,179,8 GB,128 GB
19048,"OPPO K10 5G (Midnight Black, 128 GB)",OPPO,16499,4.4,52584,4032,8 GB,128 GB
19049,"REDMI 11 Prime 5G (Thunder Black, 64 GB)",REDMI,13996,4.2,791,57,4 GB,64 GB
19050,"Infinix Note 10 (Emerald Green, 128 GB)",Infinix,12499,4.3,51466,5807,6 GB,128 GB
19051,"REDMI 11 Prime 5G (Thunder Black, 128 GB)",REDMI,15880,4.2,174,15,6 GB,128 GB
19053,"SAMSUNG Galaxy F12 (Sky Blue, 64 GB)",SAMSUNG,10499,4.3,297273,23471,4 GB,64 GB
19054,"Redmi 9A Sport (Metallic Blue, 32 GB)",Redmi,7397,4.2,5872,437,3 GB,32 GB
19055,"Tecno Spark 8C (Turquoise Cyan, 64 GB)",Tecno,8998,4.2,99,9,4 GB,64 GB
19056,LAVA A1 Super 2021,LAVA,1199,4.0,2088,161,32 MB,24 MB
19057,"LAVA Z2 Max (Stroked Blue, 32 GB)",LAVA,7799,4.1,296,55,2 GB,32 GB
19058,LAVA Flip,LAVA,2019,4.2,1423,116,56 MB,56 MB
19059,"SAMSUNG Galaxy A13 (Black, 64 GB)",SAMSUNG,14499,4.1,635,47,4 GB,64 GB
19060,"REDMI Note 11 Pro (Stealth Black, 128 GB)",REDMI,17980,4.2,978,80,6 GB,128 GB
19061,Micromax X749,Micromax,1350,4.0,7210,825,32 MB,32 MB
19063,"APPLE iPhone 12 (Blue, 128 GB)",APPLE,57999,4.6,185701,12675,128 GB,Not Known
19064,"realme C11 (Rich Grey, 32 GB)",realme,8999,4.4,458868,29531,2 GB,32 GB
19065,"10 Prime (Phantom Black, 128 GB)",10,14100,4.4,34,6,6 GB,128 GB
19066,"APPLE iPhone 12 (Red, 128 GB)",APPLE,57999,4.6,185701,12675,128 GB,Not Known
19068,Snexian GURU 2163,Snexian,749,3.6,127,10,32 MB,32 MB
19069,"Redmi Note 11 PRO Plus 5G (Mirage Blue, 128 GB)",Redmi,20464,4.2,5366,457,6 GB,128 GB
19070,itel MagicX Pro,itel,2699,3.8,43,12,64 MB,128 MB
19072,PHILIPS Xenium E209,PHILIPS,1475,3.8,402,48,32 MB,32 MB
19073,"Redmi 9A Sport (Coral Green, 32 GB)",Redmi,7970,4.2,5872,437,3 GB,32 GB
19074,"POCO F1 (Rosso Red, 64 GB)",POCO,13899,4.5,244098,30034,6 GB,64 GB
19075,"OPPO A54 (Moonlight Gold, 128 GB)",OPPO,13999,4.4,10827,670,4 GB,128 GB
19076,"APPLE iPhone 12 (Purple, 64 GB)",APPLE,54499,4.6,185701,12675,64 GB,Not Known
19077,itel IT5026,itel,1305,4.0,1057,99,4 MB,4 MB
19078,"realme C25Y (Glacier Blue, 64 GB)",realme,10999,4.4,137899,5921,4 GB,64 GB
19079,"REDMI NOTE 10 LITE (Champagne Gold, 64 GB)",REDMI,14489,4.3,2097,165,4 GB,64 GB
19080,"OPPO A54 (Moonlight Gold, 128 GB)",OPPO,13999,4.4,10827,670,4 GB,128 GB
19081,"POCO F1 (Rosso Red, 64 GB)",POCO,13899,4.5,244098,30034,6 GB,64 GB
19082,LAVA A9,LAVA,1680,4.1,8045,807,24 MB,32 MB
19083,"Infinix Zero 5G (Cosmic Black, 128 GB)",Infinix,19999,4.2,9794,1494,8 GB,128 GB
19084,Kechaoda K33 Rock,Kechaoda,1199,4.4,25,0,32 MB,32 MB
19085,"Infinix Zero 5G (Skylight Orange, 128 GB)",Infinix,19999,4.2,9794,1494,8 GB,128 GB
19086,"APPLE iPhone 13 (Blue, 512 GB)",APPLE,83999,4.7,177611,9781,512 GB,Not Known
19087,"OnePlus 10R 5G (Sierra Black, 256 GB)",OnePlus,38653,4.2,775,58,12 GB,256 GB
19088,"itel Vision 3 (Deep Ocean Black, 64 GB)",itel,6887,4.0,412,49,3 GB,64 GB
19089,Micromax X749,Micromax,1350,4.0,7210,825,32 MB,32 MB
19090,"Mi A2 (Gold, 64 GB)",Mi,17499,4.2,34803,2909,4 GB,64 GB
19091,Micromax X809,Micromax,1335,3.8,4827,424,32 MB,32 MB
19092,I Kall K43,I,889,3.6,4356,415,32 MB,64 MB
19093,"REDMI NOTE 10 LITE (Aurora Blue, 128 GB)",REDMI,14379,4.3,843,67,6 GB,128 GB
19095,"REDMI Note 11S (Space Black, 128 GB)",REDMI,16799,4.2,2082,170,6 GB,128 GB
19096,KARBONN K140 Pop,KARBONN,999,3.9,5272,458,32 MB,32 MB
19097,I Kall K20,I,1004,3.5,168,14,32 MB,32 MB
19098,"realme C21Y (Cross Blue, 32 GB)",realme,9499,4.6,89520,3077,3 GB,32 GB
19099,"Infinix Note 11s (Mithril Grey, 64 GB)",Infinix,13999,4.3,11787,1562,6 GB,64 GB
19100,"realme 8i (Space Black, 128 GB)",realme,15999,4.4,69885,4887,6 GB,128 GB
19101,"Infinix Note 11s (Symphony Cyan, 64 GB)",Infinix,13999,4.3,11787,1562,6 GB,64 GB
19102,"REDMI K50i (Quick Silver, 256 GB)",REDMI,27999,4.3,276,42,8 GB,256 GB
19103,"REDMI Note 10S (Frost White, 128 GB)",REDMI,18499,4.2,7183,667,8 GB,128 GB
19104,"Infinix HOT 20 Play (Luna Blue, 64 GB)",Infinix,8199,4.3,505,52,4 GB,64 GB
